AGI code,transcription (iTAK)_class,transcription (iTAK)_family,RNA_cv
AT1G14910,,,0.25976824299167145
AT1G25380,,,0.2608201946823477
AT5G19010,,,0.2616774319271928
AT5G07120,,,0.2619467303059219
AT4G39370,,,0.2621386744347383
AT1G22310,,,0.26234933723509535
AT3G53520,,,0.26304470434932276
AT2G30710,,,0.26399115202317847
AT3G26935,,,0.2640505354727809
AT4G32640,,,0.2640873890484704
AT3G32940,,,0.26456516703043287
AT1G59830,,,0.26605342544496713
AT1G50500,,,0.2665551367942284
AT5G65260,,,0.2673441931455186
AT3G25120,,,0.26742418304963883
AT5G06140,,,0.26967497747998254
AT3G49310,,,0.26969268976455824
AT5G54830,,,0.26999833577848686
AT2G26770,,,0.2700426227089119
AT2G30105,,,0.2700849606742196
AT5G18520,,,0.2701514925825361
AT2G20790,,,0.2715292465262848
AT1G07960,,,0.27175154675247265
AT1G28120,,,0.2723766233499745
AT4G23530,,,0.27264208694801045
AT3G08530,,,0.27278176204419563
AT1G47830,,,0.27293724340492376
AT3G19220,,,0.2733135559461667
AT4G17270,,,0.2738405026329784
AT3G14910,,,0.2745414997088321
AT5G51690,,,0.2747462352967637
AT1G18700,,,0.2752798686855858
AT1G17790,,,0.275417303182402
AT5G52040,,,0.27572813619873815
AT1G55620,,,0.27611396980745095
AT3G60400,TR,mTERF,0.2764464577286131
AT1G56423,,,0.27691930822090005
AT1G08820,,,0.2769799298008883
AT1G27840,,,0.2776697726895275
AT5G51430,,,0.2777957372279543
AT3G02950,,,0.27916936595445646
AT3G14860,,,0.2793935463442951
AT5G18230,,,0.28068924642320664
AT1G31500,,,0.28102754822669085
AT1G79010,,,0.2811790970138873
AT2G21390,,,0.28155633006308717
AT5G51410,,,0.2818206488523061
AT4G24840,,,0.2818586083688262
AT2G38950,TR,Jumonji,0.2830456134041393
AT3G19770,,,0.28368095231977686
AT4G30820,,,0.28372829661512683
AT2G26100,,,0.28382535712579643
AT2G48110,,,0.2840697701238215
AT1G23260,,,0.2844088245385431
AT5G57020,,,0.2845004347364461
AT3G62080,,,0.2849991114943687
AT2G24690,TF,B3,0.2853538208778907
AT4G01880,,,0.2856444629673429
AT1G50120,,,0.2857981210022762
AT2G27980,,,0.2858293509426753
AT4G06599,,,0.28627743152411095
AT5G57460,,,0.2868232992648455
AT1G04910,,,0.2871546857377204
AT5G14850,,,0.287191217971273
AT2G35360,,,0.2873246768478942
AT1G78870,,,0.28747139754608625
AT5G13050,,,0.2875541139215592
AT2G14120,,,0.28790988038078874
AT3G55320,,,0.2881497063261185
AT1G08760,,,0.28840847235741135
AT5G60700,,,0.288709807129007
AT4G28910,,,0.28914823800971867
AT3G04970,,,0.28921488153755015
AT2G40060,,,0.29005222798196834
AT4G32560,,,0.2902512837346271
AT3G16230,,,0.2904501222907908
AT5G65760,,,0.29066785418740204
AT4G21450,,,0.29096488125693487
AT5G28220,,,0.2910250888458775
AT5G58100,,,0.2913764699885192
AT3G12010,,,0.29148386338188187
AT5G52210,,,0.2915259517081573
AT2G30880,,,0.2918977066731406
AT5G11700,,,0.2919457544870713
AT3G04830,,,0.2919908470665925
AT3G12680,TF,C3H,0.29240384663421953
AT3G54190,,,0.2926433736807081
AT4G13460,TR,SET,0.29320684804477515
AT5G36210,,,0.2932078030542035
AT1G50730,,,0.2932754812157031
AT4G19490,,,0.2932965433417558
AT5G42470,,,0.2935493054136367
AT4G00800,,,0.29415266099145293
AT2G04340,,,0.2943497001618659
AT2G30470,TF,B3,0.29448391352257747
AT2G36240,,,0.29453117651153465
AT1G31020,,,0.29475335071797354
AT3G06910,,,0.29494792458798125
AT4G27650,,,0.2949561056704951
AT2G42670,,,0.29508018275424674
AT5G36230,,,0.29529740031945095
AT1G11630,,,0.295306768846249
AT3G27320,,,0.2955059036138054
AT1G60995,,,0.29568712661139884
AT2G35100,,,0.29612093332352435
AT5G48335,,,0.29625628076942306
AT1G22860,,,0.2963427055639773
AT4G14965,,,0.2963545267321446
AT1G61150,,,0.29649845133328745
AT1G71860,,,0.29675637967097657
AT5G64830,,,0.2980025535170695
AT2G01970,,,0.2983328517270471
AT2G46060,,,0.2985205598356451
AT1G05500,,,0.29861912069879903
AT3G33520,,,0.2987013503262818
AT3G23300,,,0.29879608326980667
AT2G42160,,,0.2989333640229197
AT5G05700,,,0.2990067254006305
AT5G19330,TR,TRAF,0.2992647204349422
AT2G25310,,,0.2994255111304106
AT5G12260,,,0.29946883015869913
AT1G52630,,,0.29948300880272904
AT1G09010,,,0.29961518507413204
AT4G33945,,,0.2997633760088587
AT1G07140,,,0.2997978304629147
AT5G09410,TF,CAMTA,0.2999426027605249
AT5G08530,,,0.3001228532465593
AT2G19950,,,0.3007943871362177
AT3G24820,,,0.3009586282887756
AT5G23390,,,0.3010822412743275
AT1G03000,,,0.30119318360616515
AT5G40810,,,0.3012753879054392
AT4G33380,,,0.30133861188997624
AT3G18480,,,0.30163068474929033
AT4G13730,,,0.3016924334548334
AT5G41480,,,0.30185734919410406
AT1G15370,,,0.30185876136171513
AT3G44370,,,0.3019166750666581
AT4G37020,,,0.3021008904500474
AT4G27620,,,0.30217252553939844
AT2G26890,,,0.30227914500697467
AT5G49830,,,0.30229339703594826
AT4G37460,,,0.30252100574780005
AT1G66340,TR,Others,0.302552820291525
AT1G01050,,,0.3026249526970863
AT4G24900,,,0.3027689897267696
AT2G16930,,,0.30282550852370077
AT2G39940,,,0.3028731762556531
AT5G28900,,,0.30295771833095453
AT4G38500,,,0.30299593819618476
AT4G26720,,,0.3031020525274361
AT5G51400,,,0.3036565792084511
AT3G04490,,,0.3036849481889041
AT1G60220,,,0.303746493902502
AT2G41020,,,0.30390251259949796
AT5G11040,,,0.3040198982488729
AT1G01290,,,0.3041833748092383
AT4G24390,,,0.30426560112353107
AT1G11755,,,0.30434667921029307
AT2G32950,,,0.30458861199730397
AT3G44680,,,0.3048042344890297
AT5G48960,,,0.3049153221491005
AT5G47970,,,0.30516732727667917
AT1G22520,,,0.3056746113830658
AT2G36360,,,0.3061987789893595
AT3G46460,,,0.30638247119787987
AT1G02130,,,0.3064202577788118
AT2G42210,,,0.3068314915314964
AT4G00420,,,0.3069370492619533
AT3G50670,,,0.3069893647994007
AT2G05840,,,0.3070649118728441
AT2G29080,,,0.30708413331899065
AT2G32850,,,0.3072041820840029
AT1G54370,,,0.307209715502478
AT2G17790,,,0.3072586149577092
AT3G45190,,,0.30736631110108065
AT4G28860,,,0.30743964529475826
AT4G25720,,,0.3075155224748925
AT2G47830,,,0.3078534570155403
AT3G62970,,,0.30827985926657786
AT2G01690,,,0.30840106066105644
AT1G05430,,,0.3087008728573594
AT5G08080,,,0.30871587376286014
AT1G70570,,,0.3088188185931843
AT2G40316,,,0.3089344864233123
AT2G26970,,,0.3089612595703277
AT3G03810,,,0.3090277020589679
AT5G61040,,,0.30941380086415454
AT3G47836,,,0.30964855019257737
AT2G30330,,,0.30990948882510305
AT3G52660,,,0.3106588215721035
AT4G02030,,,0.3109169412263227
AT1G55880,,,0.31106002111860315
AT1G10430,,,0.31126583656973156
AT4G01370,,,0.31131017313974213
AT4G14340,,,0.3117133795418112
AT3G56740,,,0.3117216021289154
AT3G47630,,,0.31173577613407144
AT1G49710,,,0.31183501243703826
AT4G23330,,,0.3119415653658254
AT5G47690,,,0.3120449525175301
AT2G41790,,,0.3123270617064988
AT4G21192,,,0.3126819456297546
AT5G02800,,,0.31286173944791296
AT3G54840,,,0.3133684594663637
AT3G08550,,,0.31349916397155336
AT2G15530,,,0.31351576910358747
AT5G60370,,,0.31360141366087707
AT5G16520,,,0.3139179438888104
AT1G76630,,,0.31427332328827556
AT1G12470,,,0.31490430475724784
AT4G35830,,,0.315034003723789
AT1G07705,,,0.3150476461084002
AT3G27340,,,0.3150929163479955
AT4G01210,,,0.31513880373846304
AT2G31140,,,0.3151511736162906
AT1G71270,,,0.31533055175521496
AT5G25150,,,0.31558138245251044
AT1G24120,,,0.31558838031413944
AT2G04560,,,0.3156874806743785
AT5G03415,TF,E2F-DP,0.31607947040679557
AT3G01130,,,0.31610642167076924
AT5G07840,,,0.3161803364917572
AT3G62450,,,0.3162150539854736
AT1G08680,,,0.3166008469605592
AT5G40280,,,0.3167839450453589
AT1G29990,,,0.3169855821333399
AT5G24710,,,0.3170013261950207
AT3G09740,,,0.3171698219266069
AT1G14990,,,0.3172131378980033
AT5G35840,,,0.31779750153517095
AT3G19870,,,0.3179804528304845
AT3G62140,,,0.3179942465606683
AT5G19660,,,0.31802942149174895
AT2G04620,,,0.31821122165011595
AT5G53480,,,0.3186250638536607
AT5G26751,,,0.31909726673914784
AT5G41950,,,0.31967598109795603
AT3G51260,,,0.3198251410691867
AT5G03220,TR,MED7,0.32001065677544727
AT5G22760,TR,DDT,0.3201998472162421
AT5G61990,,,0.32027701424614885
AT5G10780,,,0.32045503328240027
AT3G47990,,,0.3205826181795686
AT4G12760,,,0.3210166399628989
AT4G16650,,,0.3211303978636917
AT4G38760,,,0.32114279120053896
AT2G38440,,,0.32136307904107175
AT5G47790,,,0.32138681795872337
AT3G52050,,,0.3214094279152535
AT4G32360,,,0.3214336297477467
AT3G16830,,,0.3217085982335046
AT4G10170,,,0.32211325198779067
AT2G28520,,,0.32228165369254924
AT1G13560,,,0.3222846306227545
AT5G46560,,,0.32228602113954036
AT2G39630,,,0.3226378105516091
AT1G73970,,,0.3226480961833099
AT3G20870,,,0.3226773262411608
AT1G30290,,,0.3227352457488084
AT1G55270,,,0.3229128859098067
AT3G50590,,,0.322915242036171
AT3G25580,,,0.3229865167112416
AT1G71900,,,0.32305399236472093
AT3G61240,,,0.3232781930122113
AT1G70730,,,0.3234637990757734
AT4G38270,,,0.32359843449552167
AT2G43430,,,0.3243551249268111
AT3G08610,,,0.3246510275301497
AT5G18960,TF,FAR1,0.3247660060773281
AT1G54610,,,0.32478938477048996
AT2G46180,,,0.3248762185931909
AT2G17320,,,0.32520871748935604
AT5G52880,,,0.3255242476139602
AT1G30000,,,0.3255563400505062
AT1G67930,,,0.3256670920498633
AT5G24980,,,0.32595847021851715
AT1G18600,,,0.32653816341270514
AT3G07180,,,0.326602059571041
AT1G27190,,,0.32669795116864103
AT4G19900,,,0.3268266566663122
AT3G26618,,,0.3273820934413676
AT1G52600,,,0.327522419233523
AT1G73200,,,0.327658783645893
AT5G46750,,,0.32767402087536
AT5G01780,,,0.32770454281256833
AT1G48440,,,0.3281559516602382
AT2G26590,,,0.32836793255014335
AT3G07950,,,0.3285751797404137
AT1G18690,,,0.3289236465301169
AT3G19780,,,0.32905058573192614
AT1G75420,,,0.3291323750158656
AT2G43370,,,0.3291421598475898
AT5G58440,,,0.3291613052270143
AT4G26965,,,0.32923620370609613
AT5G51300,,,0.32931915516551113
AT3G12590,,,0.32951283832525147
AT1G18560,,,0.32986553221045645
AT1G31730,,,0.32999505446776545
AT5G15680,,,0.3303266553986864
AT2G16090,,,0.33055864744627006
AT3G11960,,,0.3306552450942553
AT4G34270,,,0.3308100446341885
AT4G16150,TF,CAMTA,0.33083305604304064
AT4G36050,,,0.3308643908029374
AT3G62790,,,0.33092352401369723
AT2G41600,,,0.3310161833742296
AT5G52545,,,0.33115549730927113
AT5G65460,,,0.3314248664992389
AT5G28350,,,0.3314421633492843
AT2G05755,,,0.3315066762508761
AT1G24706,,,0.33162658266032946
AT1G01960,,,0.3316285001625375
AT1G54060,TF,Trihelix,0.3317199548630238
AT3G01300,,,0.3318442440317234
AT4G32820,,,0.33194090264119835
AT3G11030,,,0.33211977727605063
AT1G10290,,,0.3321585968520884
AT4G35470,,,0.33220846291398076
AT4G10050,,,0.3325643703393746
AT3G24010,,,0.33282846143996037
AT5G05010,,,0.33288288421392687
AT4G20310,,,0.33311198804605713
AT3G12940,,,0.333275360237254
AT2G27110,TF,FAR1,0.33331995250771135
AT4G30900,,,0.3334025189699078
AT3G07190,,,0.3334647451080418
AT3G07525,,,0.33349441121946766
AT4G05040,,,0.33351051262700016
AT5G12370,,,0.33355442444192845
AT5G06120,,,0.3335587910147717
AT3G55000,,,0.33373893309386676
AT1G18580,,,0.33376821155674413
AT1G68720,,,0.3339105744977421
AT3G24350,,,0.3339656854323959
AT5G02650,,,0.3340691904411593
AT5G62600,,,0.3343672607049911
AT1G78700,TF,BES1,0.3344378635581594
AT5G65940,,,0.3344524016354171
AT5G03540,,,0.3345167876922046
AT2G47900,TF,TUB,0.33471459351825295
AT3G60250,,,0.3347534549133112
AT1G13770,,,0.33483460559332084
AT5G04090,,,0.33490115637204565
AT5G42400,TR,SET,0.3349138727730703
AT1G48200,,,0.33491817889613096
AT1G23900,,,0.3349575453878281
AT5G58030,,,0.33505776136453014
AT5G16300,,,0.33508985232418076
AT4G31440,,,0.33510938494063497
AT4G01710,,,0.3352181147771053
AT3G46010,,,0.33552083283143636
AT5G50340,,,0.33571726098475746
AT1G28340,,,0.33616950816497826
AT3G58730,,,0.33624951098044986
AT1G27310,,,0.3363650085481041
AT1G10950,,,0.33641988960273966
AT1G47330,,,0.33651606852941895
AT5G59560,,,0.336577342723628
AT4G18230,,,0.33693054514449716
AT1G02120,,,0.3371807965122541
AT5G41240,,,0.33728798901774687
AT5G59880,,,0.33732750765021635
AT5G61830,,,0.33735849773247284
AT2G48000,,,0.3374360456731818
AT1G73430,,,0.3375264007826753
AT1G74120,TR,mTERF,0.3376100092100577
AT4G02080,,,0.33762850992522897
AT3G11240,,,0.33780312274060414
AT1G32330,TF,HSF,0.3379317805334781
AT1G04390,TR,TRAF,0.33793996782515867
AT5G56900,TF,C3H,0.33799808379630875
AT1G01210,,,0.33851614423695775
AT3G15395,,,0.3385339086926333
AT2G40410,,,0.3385725534800709
AT2G38020,,,0.33886680716813417
AT4G17150,,,0.3391301441235917
AT2G41350,,,0.3393193045467725
AT1G15750,,,0.3394666754411785
AT3G63460,,,0.3395854872281421
AT5G44180,TF,HB-other,0.33987252167272375
AT3G12480,TF,NF-YC,0.33988764552299955
AT3G05090,,,0.3399261337981134
AT4G22150,,,0.34002819350925867
AT3G30841,,,0.3404551131915924
AT3G42630,,,0.34080058026119947
AT5G47390,TF,MYB-related,0.34096004175641764
AT1G02960,,,0.3409896194985964
AT2G48160,,,0.34102485100387775
AT5G03730,,,0.34114360702884455
AT5G24500,,,0.34124924032775866
AT3G02540,,,0.34128007063133464
AT2G40980,,,0.34132222934699874
AT4G05060,,,0.34146735333376127
AT5G63080,TR,Jumonji,0.34147090871793334
AT4G32210,,,0.34149854144615377
AT2G31400,,,0.3418957058734127
AT3G20720,,,0.34194186506182433
AT4G14147,,,0.3420196560555794
AT1G10390,,,0.3420846711958306
AT5G20170,,,0.3421826017539058
AT2G44820,,,0.342187012617024
AT5G56730,,,0.34237142430684014
AT1G54490,,,0.342762640106614
AT5G48520,,,0.3434800367845075
AT5G14080,,,0.3437830708266587
AT4G38120,,,0.34387660923771607
AT5G16890,,,0.3441053304260052
AT3G49060,,,0.34420669480777144
AT3G15730,,,0.34492204505925045
AT1G32410,,,0.3449309022400405
AT5G58450,,,0.34497146845987087
AT1G08480,,,0.3451610999983693
AT2G25170,TR,PHD,0.3451622278934348
AT1G59610,,,0.3452086720100334
AT3G50380,,,0.34522056658015976
AT2G47850,TF,C3H,0.3455683560825477
AT2G45880,TF,BES1,0.34568811357318857
AT5G65250,,,0.34577431388551405
AT5G26610,,,0.34595719986312007
AT4G32900,,,0.34619255569524804
AT1G01910,,,0.3464876070086953
AT5G66120,,,0.3467662221641346
AT3G05680,,,0.3470205084736662
AT3G08840,,,0.34702496009516187
AT2G05830,,,0.3472186822767065
AT4G26640,TF,WRKY,0.347424611084854
AT5G67610,,,0.34767128609136405
AT1G32310,,,0.3476791767752357
AT4G27080,,,0.34777518071937336
AT1G12820,,,0.3481784365303871
AT1G54390,,,0.3481855402644372
AT1G52370,,,0.3482246207556134
AT1G60670,,,0.3482935370190365
AT1G23820,,,0.3483164306845443
AT2G22370,,,0.34834680675209134
AT2G19390,,,0.34856359233908996
AT4G32180,,,0.3488199460532871
AT1G34270,,,0.348920187351933
AT3G27670,,,0.3489585938146382
AT1G30970,TF,C2H2,0.3490345856349876
AT1G12850,,,0.34914012087191065
AT1G55840,,,0.3495601519187069
AT5G28850,,,0.34956304853681935
AT1G56000,,,0.3497344780962383
AT1G50300,,,0.3497503382877022
AT2G31370,TF,bZIP,0.3497826751931546
AT1G58230,,,0.3497872027247047
AT4G39220,,,0.34981360834770575
AT1G13940,,,0.35000504778220265
AT2G21950,,,0.3500691210066454
AT5G42920,,,0.3503621436933984
AT3G51040,,,0.3506121233251011
AT4G38040,,,0.3507534507131248
AT3G12100,,,0.35076195073062066
AT3G47700,,,0.35086708217145246
AT5G67590,,,0.35106563428885884
AT5G61760,,,0.3510723323518196
AT2G30120,,,0.351084371107662
AT3G11130,,,0.35110284797710667
AT5G53140,,,0.35132690062770716
AT2G14255,,,0.35135742076927434
AT4G40050,,,0.3513585153171147
AT4G25770,,,0.3514080045805961
AT1G71440,,,0.3515911483947703
AT4G01810,,,0.3516355775729547
AT1G31600,,,0.35195620683976026
AT1G10730,,,0.3520085452255116
AT3G10850,,,0.35211539618237575
AT3G06110,,,0.35217794016541815
AT4G35530,,,0.3524283451830118
AT1G79390,,,0.3525478718553518
AT4G24500,,,0.3525884956429641
AT5G50110,,,0.35262776169625987
AT3G57870,,,0.3526583516564793
AT4G39170,,,0.35293591538545194
AT1G53770,,,0.3529654483441033
AT1G67310,TF,CAMTA,0.35299181502121363
AT2G35795,,,0.3533092336465597
AT1G77140,,,0.35333201502789663
AT2G32700,TR,LUG,0.3534496771823151
AT1G09020,,,0.35358195846430895
AT5G63000,,,0.3536533317064012
AT5G15270,,,0.3541186142948621
AT3G60310,,,0.3542431380453258
AT5G20660,,,0.3543830954785442
AT2G25070,,,0.3544912063259313
AT2G44530,,,0.3545859804291143
AT5G27970,,,0.35462738866916266
AT5G55500,,,0.35486121372686347
AT2G13560,,,0.354869174074015
AT2G25320,,,0.354925563144305
AT1G27850,,,0.35504574981765447
AT2G38630,,,0.35510908820018455
AT1G48175,,,0.35525419317965523
AT1G76200,,,0.35536654313499194
AT2G29020,,,0.3554526261217577
AT2G26280,,,0.35561627239812194
AT2G40570,,,0.35584784577692014
AT3G55460,,,0.3559343636827113
AT5G44450,,,0.3560209700051587
AT1G79650,,,0.35608524129574537
AT1G13020,,,0.3561189142789503
AT1G19430,,,0.3562339220462586
AT2G17980,,,0.35624191359582413
AT2G39260,,,0.35637828549375017
AT2G16405,,,0.3563854977614222
AT3G19980,,,0.3564593466473117
AT2G43070,,,0.35650278966726595
AT4G24550,,,0.35657018915497235
AT4G04370,,,0.35675826092279045
AT1G76460,,,0.3568275032210497
AT5G47420,,,0.356860144421985
AT1G71070,,,0.3570270331836053
AT3G07140,,,0.3571645316190712
AT1G51590,,,0.35758027018778665
AT4G17020,,,0.3578431159254827
AT5G63150,,,0.3580240926362143
AT3G58560,,,0.35811470490990593
AT3G15610,,,0.3586441763095171
AT1G43190,,,0.3587639537663746
AT5G47320,,,0.35893511598724054
AT1G47550,,,0.3591061232368743
AT5G53530,,,0.3595885936677407
AT2G27730,,,0.3595968898950306
AT2G39750,,,0.35997393571025016
AT5G50650,,,0.3600343462768919
AT5G50550,,,0.3600343462768919
AT1G79080,,,0.36011594798777796
AT5G26880,,,0.3601225765672059
AT1G59520,,,0.360164207022271
AT4G27050,,,0.3602068510773648
AT2G41200,,,0.36022121936057355
AT4G15900,,,0.36028767472561346
AT2G01060,TF,GARP-G2-like,0.3605356694657163
AT2G40280,,,0.36061269688811387
AT2G39840,,,0.3606931788160308
AT1G18160,,,0.36069780436043875
AT2G26780,,,0.3610254009004479
AT5G49945,,,0.3610323128731057
AT2G28060,,,0.3611524668329125
AT1G50200,,,0.36120549386046746
AT5G55940,,,0.36126727853645957
AT3G46220,,,0.36130315591926804
AT3G02350,,,0.361703793355829
AT5G09230,,,0.3618412221921426
AT3G47000,,,0.3620683017378498
AT2G39910,,,0.3622429661666218
AT2G31450,,,0.3622799307648529
AT4G14600,,,0.3623842366948955
AT2G21290,,,0.36243302784304665
AT5G13590,,,0.362689385095254
AT1G53650,,,0.362702770333144
AT5G62610,TF,bHLH,0.3627968847395717
AT1G05180,,,0.362805236946976
AT3G52260,,,0.36310765897839026
AT1G34120,,,0.36354936020226253
AT2G25800,,,0.36361614773491946
AT1G73440,,,0.36367308528669
AT2G38650,,,0.3637872206045295
AT1G16810,,,0.3638787149994145
AT2G20420,,,0.36388104675310223
AT3G53270,,,0.36408964790597914
AT1G71080,,,0.3641515260254573
AT1G25280,TF,TUB,0.3644398024696693
AT5G19680,,,0.36444675930710907
AT2G43130,,,0.36446032987199345
AT4G15030,,,0.36447096466215795
AT2G32810,,,0.364573514873063
AT1G26110,,,0.3645954875242294
AT5G10870,,,0.3646659357818548
AT1G26090,,,0.3647124124143619
AT1G12350,,,0.3650252830990331
AT2G43420,,,0.36502714216033666
AT5G12480,,,0.36527498398064595
AT2G25010,,,0.3653171209380749
AT2G33540,,,0.36550502238026444
AT2G27330,,,0.3656078659040486
AT1G35510,,,0.36561043435588236
AT3G29270,,,0.36565123050221743
AT3G55520,,,0.36568902829614197
AT4G31480,,,0.3657046384971177
AT1G07902,,,0.3658094442089344
AT5G22950,,,0.3658998092706822
AT5G42140,,,0.3659043343708196
AT3G13845,,,0.36591563839216573
AT3G53090,,,0.36606001131827487
AT4G14716,,,0.3660924251078016
AT1G76030,,,0.3662015082179407
AT2G24650,TF,B3,0.36638721463512774
AT4G21460,,,0.36643295580284035
AT1G26550,,,0.36644241558755664
AT2G28230,,,0.36651403546057465
AT3G09900,,,0.366637073655953
AT5G66160,,,0.36666484075972827
AT1G11060,,,0.36668980817832453
AT1G53510,,,0.3667856439550965
AT3G19640,,,0.3669757376567931
AT5G20030,,,0.3670591683985007
AT2G19470,,,0.36716183499901317
AT3G14410,,,0.3672437379504895
AT2G43465,,,0.36726057561460196
AT2G43280,TF,FAR1,0.3673173194025578
AT3G56830,,,0.3673316076674677
AT5G19960,,,0.3674398227073631
AT5G35570,,,0.3674463064563146
AT3G26370,,,0.3675014162013373
AT1G76050,,,0.36785033045691323
AT3G09090,,,0.367881147980388
AT4G12640,,,0.36796455678106915
AT5G61930,,,0.3679648383424431
AT4G37830,,,0.3681333675289749
AT2G31300,,,0.368197120995986
AT5G46400,,,0.3683538690963431
AT1G79740,,,0.3685524345018023
AT2G26200,,,0.36856950389576143
AT3G17310,,,0.3686890246208783
AT2G47210,,,0.3688381165288928
AT1G50510,,,0.36894316874498845
AT1G08750,,,0.3691244410546137
AT1G60200,,,0.3691361617633836
AT2G27960,,,0.36927186344424706
AT1G65270,,,0.3693200069330705
AT5G07980,,,0.3693799543473201
AT3G49100,,,0.36939773098428613
AT3G11890,,,0.3694054993368752
AT1G55475,,,0.36942494945916254
AT2G19790,,,0.36942861940153354
AT4G23460,,,0.36967877649328706
AT1G05670,,,0.3697943592431486
AT2G25970,,,0.3698433437749185
AT5G09810,,,0.36988190782400104
AT3G13772,,,0.3699316478816305
AT5G47020,,,0.36995536642333043
AT2G33290,TR,SET,0.37006440483623865
AT2G46560,,,0.3701150909204682
AT3G15640,,,0.37014860025291213
AT4G00170,,,0.37031420759463407
AT1G31780,,,0.3706305089403077
AT5G28150,,,0.37066901288818394
AT3G06440,,,0.3708457498114217
AT2G36130,,,0.3708642092345682
AT4G33650,,,0.3713489474802241
AT4G39100,TR,PHD,0.37136349215822345
AT1G09730,,,0.3715633733516227
AT4G15090,TF,FAR1,0.371729513643798
AT4G24290,,,0.371883103002877
AT5G61540,,,0.3719978305145819
AT1G77260,,,0.37220754459166483
AT5G58003,,,0.37225147912236345
AT4G09630,,,0.37226062237122165
AT2G25920,,,0.37230369619537057
AT3G50500,,,0.37234184320983765
AT5G11490,,,0.372439123381721
AT5G23200,,,0.3725227962987743
AT5G17530,,,0.37264425956242325
AT5G52240,,,0.3728025669244202
AT4G25520,,,0.3729483459123969
AT3G61540,,,0.37326970058237685
AT1G04750,,,0.37330559997671436
AT2G01270,,,0.3734986507643494
AT5G64440,,,0.37381990010352123
AT2G22640,,,0.37396325864977287
AT5G55130,,,0.3740312063465979
AT2G16940,,,0.37413727936654995
AT1G73950,,,0.37435122426980827
AT4G16710,,,0.37459804408132197
AT4G00585,,,0.37466421140444806
AT3G61570,,,0.3747350280966038
AT3G01780,,,0.3748364010633884
AT3G58600,,,0.37493543557099024
AT1G79570,,,0.374935496919475
AT1G67140,,,0.3749471790584212
AT2G14045,,,0.3750507646162678
AT5G49650,,,0.37510335701267095
AT5G22130,,,0.3751690683297152
AT5G65630,,,0.37528907032879444
AT2G44680,,,0.37539029058910595
AT2G20810,,,0.3756207769664675
AT1G34020,,,0.3756475402342669
AT5G23520,,,0.37568500178607206
AT3G58090,,,0.3757675796748167
AT1G60490,,,0.3758789356149655
AT3G19490,,,0.3759297436260493
AT3G47890,,,0.37614819409371286
AT3G14080,,,0.37627069107866346
AT3G26430,,,0.3762931409702631
AT1G55970,TR,TAZ,0.3764186612894129
AT1G04555,,,0.376443670631842
AT5G65609,,,0.3766418450570513
AT5G24060,,,0.3766703124111566
AT4G26630,,,0.3767448270564316
AT1G21900,,,0.376848690308849
AT1G54650,,,0.3770315942575997
AT2G18040,,,0.37730764933426997
AT1G07950,,,0.37732918713525165
AT3G13240,,,0.37737933939784046
AT2G38660,,,0.3774198168747554
AT5G03440,,,0.3775067654340718
AT2G20360,,,0.37754112588784616
AT4G31441,,,0.3775473395575214
AT4G10180,,,0.3776058719392035
AT5G04910,,,0.3777260095965236
AT1G27600,,,0.3778056781185191
